Title;Authors;DOI;Removed (Title);Removed (Abstract)
Intelligent systems for the assessment of crop disorders;Anyela Camargo and Juan P. Molina and Jorge Cadena-Torres and Nora Jimenez and Jan T. Kim;10.1016/j.compag.2012.02.017;1;1
Intelligent Techniques for Managing Complexity, Changes and Uncertainties in Manufacturing;László Monostori;10.1016/S1474-6670(17)33249-4;1;1
Interactive analysis of product development experiments using On-line Analytical Mining;Namchul Do and Sungmoon Bae and Chulsoon Park;10.1016/j.compind.2014.09.003;1;1
Interactive deep learning method for segmenting moving objects;Yi Wang and Zhiming Luo and Pierre-Marc Jodoin;10.1016/j.patrec.2016.09.014;1;1
Internal Audit Effectiveness for Data Compliance Using Privacy Federated Learning Model in Hospital Environment;Chamundeswari Arumugam and Kamalika {Karuppuchamy C;10.1016/j.procs.2025.02.076;1;1
International news;;10.1016/0261-3069(94)90033-7;1;1
Internet of Things (IoT) enabled assistive care services: Designing for value and trust;Suman Bhattacharya and David Wainwright and Jason Whalley;10.1016/j.procs.2017.08.333;1;1
Interoperable information modelling leveraging asset administration shell and large language model for quality control toward zero defect manufacturing;Dachuan Shi and Philipp Liedl and Thomas Bauernhansl;10.1016/j.jmsy.2024.10.011;1;1
Interpretable constitutive compressive stress-strain model for rubberized aggregate concrete – Integrating comprehensive empirical database and efficient XGBoost ensemble learning;Abdulaziz Alsaif and Yassir M. Abbas;10.1016/j.cscm.2024.e03382;1;1
Interpretable decision support system for tower crane layout planning: A deep learning-oriented approach;Rongyan Li and Junyu Chen and Hung-Lin Chi and Dong Wang and Yan Fu;10.1016/j.aei.2024.102714;1;1
Inverse design of dual-phase steel microstructures using generative machine learning model and Bayesian optimization;Navyanth Kusampudi and Martin Diehl;10.1016/j.ijplas.2023.103776;1;1
Investigating the generation of synthetic data for surface defect detection: A comparative analysis;Josefine Monnet and Oliver Petrovic and Werner Herfs;10.1016/j.procir.2024.10.162;1;1
Investigating the relationships between class probabilities and users’ appropriate trust in computer vision classifications of ambiguous images;Gabriel Diniz Junqueira Barbosa and Dalai {dos Santos Ribeiro;10.1016/j.cola.2022.101149;1;1
IoT data analytics in dynamic environments: From an automated machine learning perspective;Li Yang and Abdallah Shami;10.1016/j.engappai.2022.105366;1;1
IoT malicious traffic identification using wrapper-based feature selection mechanisms;Muhammad Shafiq and Zhihong Tian and Ali Kashif Bashir and Xiaojiang Du and Mohsen Guizani;10.1016/j.cose.2020.101863;1;1
Issues in the use, design and evolution of process scheduling and planning systems;G. Applequist and O. Samikoglu and J. Pekny and G. Reklaitis;10.1016/S0019-0578(97)00018-9;1;1
Japanese Sign Language Recognition by Combining Joint Skeleton-Based Handcrafted and Pixel-Based Deep Learning Features with Machine Learning Classification;Jungpil Shin and Md. Al Mehedi Hasan and Abu Saleh Musa Miah and Kota Suzuki and Koki Hirooka;10.32604/cmes.2023.046334;1;1
Joint Biomedical Entity and Relation Extraction Based on Multi-Granularity Convolutional Tokens Pairs of Labeling;Zhaojie Sun and Linlin Xing and Longbo Zhang and Hongzhen Cai and Maozu Guo;10.32604/cmc.2024.053588;1;1
Joint multi-label classification and label correlations with missing labels and feature selection;Zhi-Fen He and Ming Yang and Yang Gao and Hui-Dong Liu and Yilong Yin;10.1016/j.knosys.2018.08.018;1;1
Jordan Space Research Initiative: Societal Benefits of Lunar Exploration and Analog Research;Sahba El-Shawa and Merna Alzurikat and Jude Alsaadi and Ghayda {Al Sona;10.1016/j.actaastro.2022.08.019;1;1
Knowledge collection in aircraft passenger seat assembly: insight for a conceptual design method development;Rachele Rizzioli and Gabriel Araujo {de Lima;10.1016/j.procir.2024.03.046;1;1
Knowledge graph validation by integrating LLMs and human-in-the-loop;Stefani Tsaneva and Danilo Dessì and Francesco Osborne and Marta Sabou;10.1016/j.ipm.2025.104145;1;1
Knowledge Modeling Method for Assembly Process Planning based on Process History;Dirk Schweers and Hendrik Engbers and Michael Freitag;10.1016/j.ifacol.2025.09.087;1;1
Knowledge transfer methods for expressing product design information and organization;Haishuo Wang and Ke Chen and Hongmei Zheng and Guojun Zhang and Rui Wu and Xiaopeng Yu;10.1016/j.jmsy.2020.11.009;1;1
Knowledge-based system for railway scheduling;Tewei Chiang and HaiYen Hau and Hwan {Ming Chiang;10.1016/S0169-023X(97)00040-2;1;1
Knowledge-intensive collaborative design modeling and support: Part I: Review, distributed models and framework;Xuan F. Zha and H. Du;10.1016/j.compind.2005.04.007;1;1
Label correlation embedding guided network for multi-label ECG arrhythmia diagnosis;Shaolin Ran and Xiang Li and Beizhen Zhao and Yinuo Jiang and Xiaoyun Yang and Cheng Cheng;10.1016/j.knosys.2023.110545;1;1
Label correlation guided discriminative label feature learning for multi-label chest image classification;Kai Zhang and Wei Liang and Peng Cao and Xiaoli Liu and Jinzhu Yang and Osmar Zaiane;10.1016/j.cmpb.2024.108032;1;1
Label distribution learning with structured manifold subspace;Yaping Yan and Yunlong Tang and Yongxin Jiang and Songlin Du;10.1016/j.neucom.2025.131481;1;1
Label propagation with structured graph learning for semi-supervised dimension reduction;Fei Wang and Lei Zhu and Liang Xie and Zheng Zhang and Mingyang Zhong;10.1016/j.knosys.2021.107130;1;1
Label-aware graph representation learning for multi-label image classification;Yilu Chen and Changzhong Zou and Jianli Chen;10.1016/j.neucom.2022.04.004;1;1
Label-noise learning via uncertainty-aware neighborhood sample selection;Yiliang Zhang and Yang Lu and Hanzi Wang;10.1016/j.patrec.2024.09.012;1;1
Language as a latent sequence: Deep latent variable models for semi-supervised paraphrase generation;Jialin Yu and Alexandra I. Cristea and Anoushka Harit and Zhongtian Sun and Olanrewaju Tahir Aduragba and Lei Shi and Noura Al Moubayed;10.1016/j.aiopen.2023.05.001;1;1
Large Language Models’ Accuracy in Emulating Human Experts’ Evaluation of Public Sentiments about Heated Tobacco Products on Social Media: Evaluation Study;Kwanho Kim and Soojong Kim;10.2196/63631;1;1
Large-scale automatic extraction of side effects associated with targeted anticancer drugs from full-text oncological articles;Rong Xu and QuanQiu Wang;10.1016/j.jbi.2015.03.009;1;1
LCA based analysis of product portfolios - towards decarbonization;Julian Grenz and Felipe Cerdas and Christoph Herrmann;10.1016/j.procir.2022.02.086;1;1
Leakage and the reproducibility crisis in machine-learning-based science;Sayash Kapoor and Arvind Narayanan;10.1016/j.patter.2023.100804;1;1
Learning and recommending treatments using electronic medical records;Khanh Hung Hoang and Tu Bao Ho;10.1016/j.knosys.2019.05.031;1;1
Learning based short term wind speed forecasting models for smart grid applications: An extensive review and case study;Vikash Kumar Saini and Rajesh Kumar and Ameena S. Al-Sumaiti and Sujil A. and Ehsan Heydarian-Forushani;10.1016/j.epsr.2023.109502;1;1
Learning classifiers from dual annotation ambiguity via a min–max framework;Jinbo Bi and Xin Wang;10.1016/j.neucom.2014.10.005;1;1
Learning correlation information for multi-label feature selection;Yuling Fan and Jinghua Liu and Jianeng Tang and Peizhong Liu and Yaojin Lin and Yongzhao Du;10.1016/j.patcog.2023.109899;1;1
Learning from open-set noisy labels based on multi-prototype modeling;Yue Zhang and Yiyi Chen and Chaowei Fang and Qian Wang and Jiayi Wu and Jingmin Xin;10.1016/j.patcog.2024.110902;1;1
Learning label correlations for multi-label image recognition with graph networks;Qing Li and Xiaojiang Peng and Yu Qiao and Qiang Peng;10.1016/j.patrec.2020.07.040;1;1
Learning multilingual named entity recognition from Wikipedia;Joel Nothman and Nicky Ringland and Will Radford and Tara Murphy and James R. Curran;10.1016/j.artint.2012.03.006;1;1
Learning spatiotemporal embedding with gated convolutional recurrent networks for translation initiation site prediction;Weihua Li and Yanbu Guo and Bingyi Wang and Bei Yang;10.1016/j.patcog.2022.109234;1;1
Learning Temporal User Features for Repost Prediction with Large Language Models;Wu-Jiu Sun and Xiao Fan Liu;10.32604/cmc.2025.059528;1;1
Learning to classify software defects from crowds: A novel approach;Jerónimo Hernández-González and Daniel Rodriguez and Iñaki Inza and Rachel Harrison and Jose A. Lozano;10.1016/j.asoc.2017.10.047;1;1
Learning to recommend third-party library migration opportunities at the API level;Hussein Alrubaye and Mohamed Wiem Mkaouer and Igor Khokhlov and Leon Reznik and Ali Ouni and Jason Mcgoff;10.1016/j.asoc.2020.106140;1;1
Learning word representation by jointly using neighbor and syntactic contexts;Chuan Tian and Wenge Rong and Shijie Zhou and Jianfei Zhang and Yuanxin Ouyang and Zhang Xiong;10.1016/j.neucom.2021.03.130;1;1
Lesion attentive thoracic disease diagnosis with large decision margin loss;Tao Zhang and Xuan Li and Zhisheng Qu;10.1016/j.bspc.2021.103202;1;1
Lessons learned from the underrepresentation of women in STEM: AI-enabled solutions and more;Waad Abuwatfa and Nada Zamel and Amani Al-Othman;10.1016/j.egyai.2021.100086;1;1
Leveraging data and AI to deliver on the promise of digital health;Ann Aerts and Doreen Bogdan-Martin;10.1016/j.ijmedinf.2021.104456;1;1
Leveraging label semantics and meta-label refinement for multi-label question classification;Shi Dong and Xiaobei Niu and Rui Zhong and Zhifeng Wang and Mingzhang Zuo;10.1016/j.knosys.2025.113412;1;1
Leveraging weak supervision to perform named entity recognition in electronic health records progress notes to identify the ophthalmology exam;Sophia Y. Wang and Justin Huang and Hannah Hwang and Wendeng Hu and Shiqi Tao and Tina Hernandez-Boussard;10.1016/j.ijmedinf.2022.104864;1;1
Life cycle assessment of an automated multi-cellular case-picking system;Ilaria Battarra and Riccardo Accorsi and Giacomo Lupi and Riccardo Manzini;10.1016/j.jmsy.2025.01.017;1;1
Linear and neural network models for predicting N-glycosylation in Chinese Hamster Ovary cells based on B4GALT levels;Pedro Seber and Richard D. Braatz;10.1016/j.compchemeng.2024.108937;1;1
Linking geo-models for geomorphological classification using knowledge graphs;Yanmin Qi and Yunqiang Zhu and Shu Wang and Yutao Zhong and Stuart Marsh and Amin Farjudian and Heshan Du;10.1016/j.cageo.2025.105873;1;1
Listening to the investors: A novel framework for online lending default prediction using deep learning neural networks;Xiangling Fu and Tianxiong Ouyang and Jinpeng Chen and Xiaopeng Luo;10.1016/j.ipm.2020.102236;1;1
LLM-LADE: Large language model-based log anomaly detection with explanation;Zhiwei Zhang and Saifei Li and Lijie Zhang and Jianbin Ye and Chunduo Hu and Lianshan Yan;10.1016/j.knosys.2025.114064;1;1
Location-aware fine-grained vehicle type recognition using multi-task deep networks;Bin Hu and Jian-Huang Lai and Chun-Chao Guo;10.1016/j.neucom.2017.02.085;1;1
Logics and decidability for labelled pre- and partially ordered Kripke structures;Antonia Sinachopoulos;10.1016/0020-0190(94)00065-4;1;1
Long short-term memory (LSTM)-based wind speed prediction during a typhoon for bridge traffic control;Jae-Yeong Lim and Sejin Kim and Ho-Kyung Kim and Young-Kuk Kim;10.1016/j.jweia.2021.104788;1;1
Longitudinal analysis of discussion topics in an online breast cancer community using convolutional neural networks;Shaodian Zhang and Edouard Grave and Elizabeth Sklar and Noémie Elhadad;10.1016/j.jbi.2017.03.012;1;1
Machine identification of potential manufacturing process failure modes based on process constituent elements;Zhongyi Wu and Hong Zhang and Weidong Liu and Zhenzhen Li and Weijie Zheng;10.1016/j.aei.2021.101491;1;1
Machine learning algorithms to predict early pregnancy loss after in vitro fertilization-embryo transfer with fetal heart rate as a strong predictor;Lijue Liu and Yongxia Jiao and Xihong Li and Yan Ouyang and Danni Shi;10.1016/j.cmpb.2020.105624;1;1
Machine learning approaches for fine-grained symptom estimation in schizophrenia: A comprehensive review;Niki Maria Foteinopoulou and Ioannis Patras;10.1016/j.artmed.2025.103129;1;1
Machine learning approaches for predicting the onset time of the adverse drug events in oncology;Mohan Timilsina and Meera Tandan and Vít Nováček;10.1016/j.mlwa.2022.100367;1;1
Machine learning assessment under the development of green technology innovation: A perspective of energy transition;Wei Chen and Wandan Zou and Kaiyang Zhong and Alina Aliyeva;10.1016/j.renene.2023.05.108;1;1
Machine learning based electrocardiogram peaks analyzer for Wolff-Parkinson-White syndrome;Mohammed Abdenacer Merbouti and Dalila Cherifi;10.1016/j.bspc.2023.105302;1;1
Machine Learning Classifiers on Breast Cancer Recurrences;Vincent Peter C. Magboo and Ma. Sheila A. Magboo;10.1016/j.procs.2021.09.044;1;1
Machine learning for optimal selection of sparse triangular system solvers on GPUs;Ernesto Dufrechou and Pablo Ezzatti and Manuel Freire and Enrique S. Quintana-Ortí;10.1016/j.jpdc.2021.07.013;1;1
Machine learning for predictive scheduling and resource allocation in large scale manufacturing systems;Cristina Morariu and Octavian Morariu and Silviu Răileanu and Theodor Borangiu;10.1016/j.compind.2020.103244;1;1
Machine learning prediction of footwear slip resistance on glycerol-contaminated surfaces: A pilot study;Kaylie Lau and Takeshi Yamaguchi and Kei Shibata and Toshiaki Nishi and Geoff Fernie and Atena Roshan Fekr;10.1016/j.apergo.2024.104249;1;1
Machine learning techniques for IoT security: Current research and future vision with generative AI and large language models;Fatima Alwahedi and Alyazia Aldhaheri and Mohamed Amine Ferrag and Ammar Battah and Norbert Tihanyi;10.1016/j.iotcps.2023.12.003;1;1
Machine learning-based fatigue life prediction of metal materials: Perspectives of physics-informed and data-driven hybrid methods;Haijie Wang and Bo Li and Jianguo Gong and Fu-Zhen Xuan;10.1016/j.engfracmech.2023.109242;1;1
Machine learning-driven fault identification and classification: a two-step approach for industrial applications;José Cação and José Santos and Mário Antunes and António Completo;10.1016/j.procs.2025.01.169;1;1
MACI: A machine learning-based approach to identify drug classes of antibiotic resistance genes from metagenomic data;Rohit Roy Chowdhury and Jesmita Dhar and Stephy Mol Robinson and Abhishake Lahiri and Kausik Basak and Sandip Paul and Rachana Banerjee;10.1016/j.compbiomed.2023.107629;1;1
MADE-for-ASD: A multi-atlas deep ensemble network for diagnosing Autism Spectrum Disorder;Xuehan Liu and Md Rakibul Hasan and Tom Gedeon and Md Zakir Hossain;10.1016/j.compbiomed.2024.109083;1;1
MAGE-fend: Multimodal adaptive fusion with guidance from LLM expertise for fake news detection on short video platforms;Lingtong Hu and Zituo Wang and Jiayi Zhu and Yifan Hu and Xianbing Wang;10.1016/j.knosys.2025.114298;1;1
MAGO: Multi-Knowledge Aware and Global Strategy Sequence Optimizing Network for Emotional Support Conversation;Qijun Xie and Wei Peng;10.1016/j.neucom.2024.128888;1;1
Making data classification more effective: An automated deep forest model;Jingwei Guo and Xiang Guo and Yihui Tian and Hao Zhan and Zhen-Song Chen and Muhammet Deveci;10.1016/j.jii.2024.100738;1;1
Making knowledge graphs work for smart manufacturing: Research topics, applications and prospects;Yuwei Wan and Ying Liu and Zheyuan Chen and Chong Chen and Xinyu Li and Fu Hu and Michael Packianather;10.1016/j.jmsy.2024.07.009;1;1
Malware2ATT&CK: A sophisticated model for mapping malware to ATT&CK techniques;Huaqi Sun and Hui Shu and Fei Kang and Yuntian Zhao and Yuyao Huang;10.1016/j.cose.2024.103772;1;1
Managing demand volatility during unplanned events with sentiment analysis: a case study of the COVID-19 pandemic;Angie Nguyen and Samir Lamouri and Robert Pellerin;10.1016/j.ifacol.2021.08.200;1;1
Manufacturing execution systems driven process analytics: A case study from individual manufacturing;Lea Mayer and Nijat Mehdiyev and Peter Fettke;10.1016/j.procir.2020.05.239;1;1
Mapping the supply chain: Why, what and how?;Bart L. MacCarthy and Wafaa A.H. Ahmed and Guven Demirel;10.1016/j.ijpe.2022.108688;1;1
MAPRS: An intelligent approach for post-prescription review based on multi-label learning;Guangfei Yang and Ziyao Zhou and Aili Ding and Yuanfeng Cai and Fanli Kong and Yalin Xi and Nannan Liu;10.1016/j.artmed.2024.102971;1;1
Marketing agreement for CAD system;;10.1016/0010-4485(87)90172-2;1;1
MASCF: A generic process-centered methodological framework for analysis and design of multi-agent supply chain systems;Ramakrishna Govindu and Ratna Babu Chinnam;10.1016/j.cie.2007.06.003;1;1
MASK-CNN-Transformer for real-time multi-label weather recognition;Shengchao Chen and Ting Shu and Huan Zhao and Yuan Yan Tang;10.1016/j.knosys.2023.110881;1;1
Mass detection in digital breast tomosynthesis data using convolutional neural networks and multiple instance learning;Mina Yousefi and Adam Krzyżak and Ching Y. Suen;10.1016/j.compbiomed.2018.04.004;1;1
Mathematical model and cooperative co-evolutionary algorithm for energy-aware hybrid assembly job shop scheduling with limited automated guided vehicles;Chunlin Shang and Tianhua Jiang and Huiqi Zhu and Qiming Sun;10.1016/j.engappai.2025.113166;1;1
MATURE-Food: Food Recommender System for MAndatory FeaTURE Choices A system for enabling Digital Health;Ritu Shandilya and Sugam Sharma and Johnny Wong;10.1016/j.jjimei.2022.100090;1;1
MCGDroid: An android malware classification method based on multi-feature class-call graph characterization;Mingkun He and Jike Ge and Zuqin Chen and Jin Ling and Weiquan Kong;10.1016/j.cose.2025.104713;1;1
MDA-Net: Multiscale dual attention-based network for breast lesion segmentation using ultrasound images;Ahmed Iqbal and Muhammad Sharif;10.1016/j.jksuci.2021.10.002;1;1
ME-Box: A reliable method to detect malicious encrypted traffic;Bingfeng Xu and Gaofeng He and Haiting Zhu;10.1016/j.jisa.2021.102823;1;1
Measuring knowledge complexity in the biomedical domain based on a question-method knowledge representation model;Ming Ma and Jin Mao and Zhentao Liang and Zhejun Zheng and Gang Li;10.1016/j.joi.2025.101667;1;1
Measuring uncertainty in graph cut solutions;Pushmeet Kohli and Philip H.S. Torr;10.1016/j.cviu.2008.07.002;1;1
Mediating between filter and wrapper via probabilistic models, A hybrid feature selection framework for multi-label data;Barzan Saeedpour and Fardin {Akhlaghian Tab;10.1016/j.engappai.2025.111927;1;1
Metal work-pieces sorting method based on the convolutional neural networks;Xuejiao Zhang and Yang Jiang;10.1016/j.engappai.2025.113038;1;1
Metaviromic identification of discriminative genomic features in SARS-CoV-2 using machine learning;Jonathan J. Park and Sidi Chen;10.1016/j.patter.2021.100407;1;1
Methodology for Structuring Distributed Intelligence in Computer-Aid Production Management;L. Pun;10.1016/S1474-6670(17)54472-9;1;1
Metro Operation and Maintenance Safety Risk Assessment Based on CIM Platform;Yichao Wang and Caihong Zhang and Jing Kang;10.1016/j.procs.2025.04.010;1;1
Micromechanics and microstructure based machine learning approach: Unveiling the role of porosity and hydrated phases on the tensile behaviour of cement pastes;Jinane Murr and Syed Yasir Alam and Frédéric Grondin;10.1016/j.engfracmech.2024.110613;1;1
Mild Adverse Events of Sputnik V Vaccine in Russia: Social Media Content Analysis of Telegram via Deep Learning;Andrzej Jarynowski and Alexander Semenov and Mikołaj Kamiński and Vitaly Belik;10.2196/30529;1;1
Minimizing Energy Consumption and Carbon Emissions of Aging Buildings;Moatassem Abdallah and Khaled El-Rayes and Caroline Clevenger;10.1016/j.proeng.2015.08.527;1;1
Mitigating human fall injuries: A novel system utilizing 3D 4-stream convolutional neural networks and image fusion;Thamer Alanazi and Khalid Babutain and Ghulam Muhammad;10.1016/j.imavis.2024.105153;1;1
Mitigating Patient and Consumer Safety Risks When Using Conversational Assistants for Medical Information: Exploratory Mixed Methods Experiment;Timothy W Bickmore and Stefán Ólafsson and Teresa K O'Leary;10.2196/30704;1;1
MixSleepNet: A Multi-Type Convolution Combined Sleep Stage Classification Model;Xiaopeng Ji and Yan Li and Peng Wen and Prabal Barua and U Rajendra Acharya;10.1016/j.cmpb.2023.107992;1;1
Mixture distribution modeling for scalable graph-based semi-supervised learning;Zhi Li and Chaozhuo Li and Liqun Yang and Philip S. Yu and Zhoujun Li;10.1016/j.knosys.2020.105974;1;1
MKGM: Multimodal knowledge-guided joint recognition of bridge defect-structural information;Xiaoxia Yang and Jianxi Yang and Ren Li and Hao Li and Qiao Xiao and Shixin Jiang;10.1016/j.aei.2025.103674;1;1
Ml-driven approaches to enhance inventory planning: Inoculant weight application in casting processes;Hüseyin {Mete Ayhan;10.1016/j.cie.2024.110280;1;1
Mobilizing clinical decision support to facilitate knowledge translation: A case study in China;Yinsheng Zhang and Haomin Li and Huilong Duan and Yinhong Zhao;10.1016/j.compbiomed.2015.02.013;1;1
Model-informed oracle training for enhancing active learning without external knowledge;Yujin Cha;10.1016/j.mlwa.2025.100775;1;1
Modeling and analysis of build-to-order supply chains;Angappa Gunasekaran and Eric W.T. Ngai;10.1016/j.ejor.2008.03.026;1;1
Modeling and analysis of pumps in a wastewater treatment plant: A data-mining approach;Andrew Kusiak and Yaohui Zeng and Zijun Zhang;10.1016/j.engappai.2013.04.001;1;1
Modeling annotator preference and stochastic annotation error for medical image segmentation;Zehui Liao and Shishuai Hu and Yutong Xie and Yong Xia;10.1016/j.media.2023.103028;1;1
Modeling label dependence for multi-label classification using the Choquistic regression;Ali {Fallah Tehrani;10.1016/j.patrec.2017.04.018;1;1
Modeling label-wise syntax for fine-grained sentiment analysis of reviews via memory-based neural model;Ling Zhao and Ying Liu and Mingyao Zhang and Tingting Guo and Lijiao Chen;10.1016/j.ipm.2021.102641;1;1
Modeling stack overflow tags and topics as a hierarchy of concepts;Hui Chen and John Coogle and Kostadin Damevski;10.1016/j.jss.2019.07.033;1;1
Modeling the spreading of dengue using a mixed population model;A. Schaum and R. Bernal Jaquez and C. Torres–Sosa and G. Sánchez-González;10.1016/j.ifacol.2022.09.158;1;1
Modeling the supply chain configuration problem with resource constraints;Haitao Li and Keith Womer;10.1016/j.ijproman.2007.08.004;1;1
Modelling the fatigue damage in power components using machine learning technology;Stoyan Stoyanov and Razia Sulthana and Tim Tilford and Xiaotian Zhang and Yihua Hu and Xingyu Yang and Yaochun Shen and Yangang Wang;10.1016/j.pedc.2025.100079;1;1
Monitoring and Control of Cyber-Physical-Human Systems;Emirhan Inanc and Muhammed Yusuf Uzun and Yildiray Yildiz;10.1016/B978-0-443-14081-5.00056-8;1;1
Monitoring on a shoestring: Low cost solutions for digital manufacturing;Gregory Hawkridge and Anandarup Mukherjee and Duncan McFarlane and Yedige Tlegenov and Ajith K. Parlikad and Nicholas J. Reyner and Alan Thorne;10.1016/j.arcontrol.2021.04.007;1;1
MoodyAI: Text-based mood detection using NLP and LSTM for mental health awareness;Finley Eiwan {Franklin Zaluchu;10.1016/j.procs.2025.09.074;1;1
MPCCL: Multiview predictive coding with contrastive learning for person re-identification;Junhui Yin and Jiyang Xie and Zhanyu Ma and Jun Guo;10.1016/j.patcog.2022.108710;1;1
Multi-Agent MRP Class System for Production and Disassembling;Krzysztof Cetnarowicz and Edward Nawarecki and Grzegorz DobrowoIski;10.1016/S1474-6670(17)39442-9;1;1
Multi-criteria linguistic optimization for covert communication in secure LLM-based steganography;Kamil Woźniak and Marek R. Ogiela and Lidia Ogiela;10.1016/j.asoc.2025.113960;1;1
Multi-cue fusion for emotion recognition in the wild;Jingwei Yan and Wenming Zheng and Zhen Cui and Chuangao Tang and Tong Zhang and Yuan Zong;10.1016/j.neucom.2018.03.068;1;1
Multi-granularity graph reasoning for semantic entity recognition in maritime fault knowledge extraction;Henglong Shen and Hui Cao and Longde Wang and Zeren Ai and Saishuai Dai;10.1016/j.knosys.2025.114170;1;1
Multi-label biomedical question classification for lexical answer type prediction;Muhammad Wasim and Muhammad Nabeel Asim and Muhammad Usman {Ghani Khan;10.1016/j.jbi.2019.103143;1;1
Multi-label classification of Alzheimer's disease stages from resting-state fMRI-based correlation connectivity data and deep learning;Abdulaziz Alorf and Muhammad Usman Ghani Khan;10.1016/j.compbiomed.2022.106240;1;1
Multi-label feature selection with local discriminant model and label correlations;Yuling Fan and Jinghua Liu and Wei Weng and Baihua Chen and Yannan Chen and Shunxiang Wu;10.1016/j.neucom.2021.02.005;1;1
Multi-label learning with missing features and labels and its application to text categorization;Xiuyan Hao and Jun Huang and Feng Qin and Xiao Zheng;10.1016/j.iswa.2022.200086;1;1
Multi-label learning with multi-label smoothing regularization for vehicle re-identification;Jinhui Hou and Huanqiang Zeng and Lei Cai and Jianqing Zhu and Jing Chen and Kai-Kuang Ma;10.1016/j.neucom.2018.11.088;1;1
Multi-label video classification via coupling attentional multiple instance learning with label relation graph;Xuewei Li and Hongjun Wu and Mengzhu Li and Hongzhe Liu;10.1016/j.patrec.2022.01.003;1;1
Multi-modal representation of design knowledge;Gianfranco Carrara and Yehuda E. Kalay and Gabriele Novembri;10.1016/0926-5805(92)90002-2;1;1
Multi-Objective Genetic Algorithm for an automatic transmission gear shift map;Adama Fofana and Olivier Haas and Vince Ersanilli and Keith Burnham and Joe Mahtani and Chris Woolley and Karen Vithanage;10.1016/j.ifacol.2016.07.021;1;1
Multi-objective Learning for Training Interpretable and Sparse Neural Networks;Yongjie Feng and Peng Zhang and Byron J. Gao;10.1016/j.procs.2025.08.171;1;1
Multi-product capacitated disassembly lot-sizing problem with lost sales and possibility of defective disassembly components;M. Hrouga and A. Sbihi;10.1016/j.ifacol.2022.09.446;1;1
Multi-Scale Feature Fusion and Advanced Representation Learning for Multi Label Image Classification;Naikang Zhong and Xiao Lin and Wen Du and Jin Shi;10.32604/cmc.2025.059102;1;1
Multi-source data-based 3D digital preservation of largescale ancient chinese architecture: A case report;Xiang Gao and Hainan Cui and Lingjie Zhu and Tianxin Shi and Shuhan Shen;10.1016/j.vrih.2019.08.003;1;1
Multisource data-driven method for product innovation design based on knowledge graph;Wenguang Lin and Yu Wang and Renbin Xiao;10.1016/j.aei.2025.103696;1;1
Multisource neural network feature map fusion: An efficient strategy to detect plant diseases;Guillaume Heller and Eric Perrin and Valeriu Vrabie and Cedric Dusart and Marie-Laure Panon and Marie Loyaux and Solen {Le Roux;10.1016/j.iswa.2023.200264;1;1
Multitask gated interactive network for automatic international classification of diseases coding with dual denoising mechanism;Xiaobo Li and Yijia Zhang and Xiaodi Hou and Shilong Wang and Wen Qu;10.1016/j.engappai.2025.111687;1;1
Named-Entity Recognition for Indonesian Language using Bidirectional LSTM-CNNs;William Gunawan and Derwin Suhartono and Fredy Purnomo and Andrew Ongko;10.1016/j.procs.2018.08.193;1;1
Nanozymes: a dual approach to bacterial colorimetric and luminescent detection and to bacterial pathogen killing;Olga I. Guliy and Daniil S. Chumakov and Stella S. Evstigneeva and Qingyun Liu and Elena G. Zavyalova;10.1016/j.bios.2025.117835;1;1
Navigating challenges/opportunities in developing smart agricultural extension platforms: Multi-media data mining techniques;Josué Kpodo and A. Pouyan Nejadhashemi;10.1016/j.aiia.2025.04.001;1;1
Neural joint attention code search over structure embeddings for software Q&A sites;Gang Hu and Min Peng and Yihan Zhang and Qianqian Xie and Mengting Yuan;10.1016/j.jss.2020.110773;1;1
Neural network-based transductive regression model;Hiroshi Ohno;10.1016/j.asoc.2019.105682;1;1
Neural radiance fields in the industrial and robotics domain: Applications, research opportunities and use cases;Eugen Šlapak and Enric Pardo and Matúš Dopiriak and Taras Maksymyuk and Juraj Gazda;10.1016/j.rcim.2024.102810;1;1
Neuro-fuzzy modelling of power plant flue-gas emissions;Enso Ikonen and Kaddour Najim and Urpo Kortela;10.1016/S0952-1976(00)00054-3;1;1
NeuroTIS: Enhancing the prediction of translation initiation sites in mRNA sequences via a hybrid dependency network and deep learning framework;Chao Wei and Junying Zhang and Xiguo Yuan and Zongzhen He and Guojun Liu and Jinhui Wu;10.1016/j.knosys.2020.106459;1;1
New Looks on Discrete - Part Production Control;L. Pun;10.1016/S1474-6670(17)51705-X;1;1
Next Steps in Simulating High-risk Infectious Disease Propagation Networks;Alfredo Tirado-Ramos and Chris Kelley;10.1016/j.procs.2013.05.309;1;1
Non-calcified plaque-based coronary stenosis grading in contrast enhanced CT;Muhammad Moazzam Jawaid and Sanam Narejo and Farhan Riaz and Constantino Carlos Reyes-Aldasoro and Greg Slabaugh and James Brown;10.1016/j.medengphy.2024.104182;1;1
Non-sparse label specific features selection for multi-label classification;Wei Weng and Yan-Nan Chen and Chin-Ling Chen and Shun-Xiang Wu and Jing-Hua Liu;10.1016/j.neucom.2019.10.016;1;1
